address,parsed_address,latitude,longitude,st_makepoint
"HOUSE/FLAT # 304/2, BLOCK # BH 270, STR. 304/2, AHMED NAGAR, PAIKPARA MIRPUR, DHAKA , CONTACT NO: 0737342208, 01716837737",304/2,23.79417303,90.35771948,POINT (90.35771948 23.79417303)
"372/B, AHMED NAGAR MIRPUR DHAKA","372/B, ",23.79182574,90.35724716,POINT (90.35724716 23.79182574)
"356/3, AHMED NAGAR MIRPUR, DHAKA","356/3,",23.79293803,90.35649882,POINT (90.35649882 23.79293803)
"353/2/2, AHMED NAGAR PAIKPARA MIRPUR DHAKA","353/2/2,",23.7924102,90.35568461,POINT (90.35568461 23.7924102)
"281/4, AHMED NAGAR MIRPUR DHAKA","281/4, ",23.79217413,90.35759256,POINT (90.35759256 23.79217413)
"257/2, AHMED NAGAR PAIK PARA MIRPUR DHAKA","257/2, ",23.79233359,90.35854267,POINT (90.35854267 23.79233359)
"187/1, AHMED NAGAR MIRPUR DHAKA","187/1,",23.7924714,90.3601799,POINT (90.3601799 23.7924714)
"178/7-4, AHMED NAGAR MIRPUR, DHAKA","178/7-4,",23.79303212,90.36091533,POINT (90.36091533 23.79303212)
"182 /2, AHMED NAGAR PAIKPARA ,MIRPUR DHAKA","182 /2, ",23.79342353,90.36020624,POINT (90.36020624 23.79342353)
"227/2, AHMED NAGAR MIRPUR, DHAK","227/2,",23.7944601,90.35974285,POINT (90.35974285 23.7944601)
"333 / 1-A, AHMED NAGAR MIRPUR  , DHAKA","333 / 1-A, ",23.79402617,90.35602689,POINT (90.35602689 23.79402617)
"183, AHMED NAGAR PAIK PARA MIRPUR DHAKA","183, ",23.79323162,90.36003708,POINT (90.36003708 23.79323162)
"334/ 2-A, AHMED NAGAR MIRPUR","334/ 2-A, ",23.79288133,90.35509987,POINT (90.35509987 23.79288133)
"HOUSE/FLAT # 152/3 AHMAD NAGAR, MIRPUR, CONTACT NO: 01753084905",152/3 ,23.7943405,90.36141317,POINT (90.36141317 23.7943405)
"HOUSE/FLAT # 177/2, BLOCK # PAIK PARAMIRPUR, MIRPUR, CONTACT NO: 01552343493","177/2, ",23.79396653,90.36051551,POINT (90.36051551 23.79396653)
"HOUSE/FLAT # 336,AHMEDNAGARMIRPUR, MIRPUR, CONTACT NO: 01974655002","336,",23.79452242,90.35641703,POINT (90.35641703 23.79452242)
"HOUSE/FLAT # 204/3-B, BLOCK # AHMED NAGARMIRPUR, 1216, CONTACT NO: 01918929601","204/3-B,",23.79227467,90.35950624,POINT (90.35950624 23.79227467)
"HOUSE/FLAT # 164,EAST AHMED NAGAR, BLOCK # EAST AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01918323139","164,",23.79477468,90.3609592,POINT (90.3609592 23.79477468)
"HOUSE/FLAT # 178/11, AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01817576559","178/11, ",23.79347072,90.36132799,POINT (90.36132799 23.79347072)
"HOUSE/FLAT # 258/1/B, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01811959377, 01819150237","258/1/B,",23.79193073,90.358519,POINT (90.358519 23.79193073)
"372/C, AHMED NAGAR PAIKPARA MIRPUR DHAKA","372/C, ",23.79164891,90.35727574,POINT (90.35727574 23.79164891)
"334/3, AHMED NAGAR ,PAIKPARA, MIRPUR, DHAKA.",334/3,23.79347168,90.35511768,POINT (90.35511768 23.79347168)
"131/2/A, AHMED NAGAR MIRPUR, DHAKA","131/2/A,",23.79551981,90.36088291,POINT (90.36088291 23.79551981)
"369/E/1, AHMED NAGAR MIRPUR","369/E/1, ",23.79168278,90.35516529,POINT (90.35516529 23.79168278)
152/4 AHMED NAGAR,152/4 ,23.79421937,90.36143652,POINT (90.36143652 23.79421937)
328/D/AHMED NAGAR.,328/D,23.79395715,90.35533322,POINT (90.35533322 23.79395715)
"278, AHMED NAGAR MIRPUR DHAKA","278, ",23.7918204,90.35867043,POINT (90.35867043 23.7918204)
"212/A, AHMED NAGAR MIRPUR DHAKA",212/A,23.79348174,90.35885524,POINT (90.35885524 23.79348174)
"HOUSE/FLAT # 238/1/M,AHMED NAGAR, ROAD # PAIK PARAMIRPUR, MIRPUR, CONTACT NO: 01746710510","238/1/M,",23.79503305,90.35918038,POINT (90.35918038 23.79503305)
"HOUSE/FLAT # 247/1 KA,AHMEDNAGAR, PLOT # 247/1 KA, MIRPUR, CONTACT NO: 01711908235","247/1 KA,",23.79307994,90.35976579,POINT (90.35976579 23.79307994)
"HOUSE/FLAT # 50/1, AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01716179970","50/1, ",23.79589966,90.36090344,POINT (90.36090344 23.79589966)
"HOUSE/FLAT # 333/4/D, BLOCK # AHMED NAGAR, SECTION # 01, MIRPUR, CONTACT NO: 01688110670","333/4/D,",23.79323661,90.35520872,POINT (90.35520872 23.79323661)
"HOUSE/FLAT # 175, BLOCK # AHMED NAGAR,, MIRPUR-1216, CONTACT NO: 01711304444","175, ",23.79419938,90.36030467,POINT (90.36030467 23.79419938)
"HOUSE/FLAT # 148/KA/1, PLOT # COMMON, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01199812074","148/KA/1,",23.79294759,90.36118422,POINT (90.36118422 23.79294759)
"HOUSE/FLAT # 184/3,AHMEDNAGAR, SECTION # 1MIRPUR, AHMEDNAGAR, CONTACT NO: 01819440662",184/3,23.79312092,90.3607486,POINT (90.3607486 23.79312092)
"HOUSE/FLAT # 235, BLOCK # AHAMED NAGAR , SECTION # 02, MIRPUR 2, CONTACT NO: 01616660000","235, ",23.79444581,90.35868608,POINT (90.35868608 23.79444581)
"HOUSE/FLAT # 304, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01819029045","304, ",23.79397762,90.35781624,POINT (90.35781624 23.79397762)
"HOUSE/FLAT # 52/6, PLOT # AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01715371853","52/6,",23.79502784,90.35970043,POINT (90.35970043 23.79502784)
"HOUSE/FLAT # 311/1, AHMED NAGAR, BLOCK # PAIKPARA, MIRPUR, CONTACT NO: 01784626668","311/1, ",23.7948229,90.35736585,POINT (90.35736585 23.7948229)
"HOUSE/FLAT # 55/2, BLOCK # AHAMED NAGAR, MIRPUR, CONTACT NO: 01713043953",55/2,23.7959334,90.36119396,POINT (90.36119396 23.7959334)
"HOUSE/FLAT # 227/2/B, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01712127076","227/2/B, ",23.79432324,90.35976667,POINT (90.35976667 23.79432324)
"HOUSE/FLAT # 368/3/A/1, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01911840385","368/3/A/1,",23.79142034,90.35558204,POINT (90.35558204 23.79142034)
"334/2,  AHMED NAGAR, MIRPUR DHAKA","334/2,",23.79292979,90.35509067,POINT (90.35509067 23.79292979)
"333 / 1 / G, AHMED NAGARA, MIRPUR DHAKA","333 / 1 / G, ",23.79386821,90.35627862,POINT (90.35627862 23.79386821)
"64, AHMED NAGAR, MIRPUR, DHAKA.","64, ",23.79567168,90.36157028,POINT (90.36157028 23.79567168)
"369/D, AHMED NAGAR,MIRPUR DHAKA","369/D, ",23.79194425,90.35539135,POINT (90.35539135 23.79194425)
"219/2/GA, AHMED NAGAR MIRPUR, DHAKA","219/2/GA,",23.79426731,90.36071726,POINT (90.36071726 23.79426731)
"334 / 1 / KHA, AHMED NAGAR MIRPUR, DHAKA","334 / 1 / KHA,",23.79334593,90.35510617,POINT (90.35510617 23.79334593)
36/1/D SHAH ALI BAGH,36/1/D ,23.79423509,90.35444558,POINT (90.35444558 23.79423509)
"380/1, AHMED NAGAR MIRPUR DHAKA","380/1, ",23.79261274,90.35694701,POINT (90.35694701 23.79261274)
"315/E, AHMED NAGAR. MIRPUR DHAKA","315/E, ",23.79432675,90.35730948,POINT (90.35730948 23.79432675)
"151/1T,AHMED NAGAR,PAIK PARA MIRPUR, DHAKA","151/1T,",23.7930776,90.36157779,POINT (90.36157779 23.7930776)
"326, AHMEDNAGAR, MIRPUR.","326, ",23.79461848,90.35556078,POINT (90.35556078 23.79461848)
"238/B, AHMED NAGAR, MIRPUR DHAKA","238/B, ",23.79471396,90.35840528,POINT (90.35840528 23.79471396)
"257/1-B, AHMED NAGAR MIRPUR DHAKA","257/1-B, ",23.79258229,90.35823453,POINT (90.35823453 23.79258229)
"147/B, AHMED NAGAR MIRPUR DHAKA","147/B,",23.79233237,90.3618166,POINT (90.3618166 23.79233237)
"351/3, AHMED NAGAR, PAIKPARA MIRPUR DHAKA","351/3, ",23.79229739,90.3560182,POINT (90.3560182 23.79229739)
"369/E, AHMED NAGAR MIRPUR, DHAKA","369/E,",23.79176047,90.3554034,POINT (90.3554034 23.79176047)
"268, AHMED NAGAR,MIRPUR,DHAKA","268, ",23.79186609,90.35905854,POINT (90.35905854 23.79186609)
"184 / 5, AHMED NAGAR MIRPUR DHAKA","184 / 5,",23.7928411,90.36101146,POINT (90.36101146 23.7928411)
"178/5,MIDDLE PAIKPARA,MIRPUR, DHAKA","178/5,",23.79336272,90.36071643,POINT (90.36071643 23.79336272)
"HOUSE/FLAT # 52/1/C, AHMED NAGAR, MIRPUR, CONTACT NO: 01911311012","52/1/C, ",23.79527994,90.36068898,POINT (90.36068898 23.79527994)
"HOUSE/FLAT # 56,AHMEDNAGAR,NORTH, MIRPUR, CONTACT NO: 01941455030",56,23.79582309,90.3611284,POINT (90.3611284 23.79582309)
"HOUSE/FLAT # 130/3/A, ROAD # JONAKIROAD, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01711400613","130/3/A, ",23.79263579,90.36202223,POINT (90.36202223 23.79263579)
"HOUSE/FLAT # 309, BLOCK # AHMMED NAGAR, MIRPUR, CONTACT NO: 01680304663","309, ",23.79453017,90.35743357,POINT (90.35743357 23.79453017)
"HOUSE/FLAT # 321/1, BLOCK # AHMED NAGAR, STR. 4/1 SHAH ALI BAG MIRPUR , MIRPUR, CONTACT NO: 01740574242","321/1, ",23.79473228,90.35601172,POINT (90.35601172 23.79473228)
"HOUSE/FLAT # 353/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01817005778",353/2,23.79223891,90.35570628,POINT (90.35570628 23.79223891)
"HOUSE/FLAT # 242 , AHMED NAGOR, BLOCK # PAIKPARA     , MIRPUR, CONTACT NO: 01914113898","242 , ",23.79430906,90.35804326,POINT (90.35804326 23.79430906)
"HOUSE/FLAT # 374/3/A, ROAD # AHMEDNAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01712065067","374/3/A, ",23.79222526,90.35730937,POINT (90.35730937 23.79222526)
155/2 AHMED NAGAR MIRPUR,155/2 ,23.79470337,90.36120795,POINT (90.36120795 23.79470337)
"333-1/A-2, AHMED NAGAR,MIRPUR DHAKA","333-1/A-2, ",23.79399268,90.35631024,POINT (90.35631024 23.79399268)
"HOUSE/FLAT # 14/1-B, PLOT # MIDDLE PAIK PARA, STR. 220/2, AHMED NAGAR, MIRPUR, DHAKA.  , MIRPUR, DHAKA., CONTACT NO: 01712298421, 01730476292","14/1-B, ",23.7929052,90.35984919,POINT (90.35984919 23.7929052)
"322/6, AHMED NAGAR MIRPUR DHAKA","322/6, ",23.79424702,90.35603151,POINT (90.35603151 23.79424702)
"333/KHA, AHMED NAGAR MIRPUR DHAKA","333/KHA, ",23.79328999,90.35541787,POINT (90.35541787 23.79328999)
"368/3/B/4, AHMED NAGAR MIRPUR, DHAKA","368/3/B/4,",23.79149909,90.35572938,POINT (90.35572938 23.79149909)
"304/KA/1,AHMED NAGAR,MIRPUR,DHAKA","304/KA/1,",23.79395164,90.35767191,POINT (90.35767191 23.79395164)
160/5 AHMED NAGAR MIRPUR,160/5 ,23.7956391,90.36085283,POINT (90.36085283 23.7956391)
"369/2/A, AHMED NAGAR MIRPUR, DHAKA","369/2/A,",23.79166413,90.35551805,POINT (90.35551805 23.79166413)
"374/ 3, AHMED  NAGAR MIRPUR DHAKA","374/ 3,",23.79231474,90.35724679,POINT (90.35724679 23.79231474)
"HOUSE/FLAT # 62/3/B, PLOT # WEST AGAR GOAN, STR. 250/2-C, AHMED NAGAR MIRPUR, DHAKA , MIRPUR, CONTACT NO: 01734768579, 01911116737","62/3/B, ",23.79346978,90.35782725,POINT (90.35782725 23.79346978)
"HOUSE/FLAT # 323/1, ROAD # AKOTA ROAD, BLOCK # AHMED NAGAR, AHAMED NAGA, CONTACT NO: 01711172449","323/1,",23.7947296,90.35578601,POINT (90.35578601 23.7947296)
"HOUSE/FLAT # 73/4/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01753720962","73/4/A,",23.7942806,90.36164874,POINT (90.36164874 23.7942806)
"HOUSE/FLAT # 130/3, JONAKI ROAD, BLOCK # EAST AHMEDNAGAR, SECTION # BHAKA, MIRPUR-1216, CONTACT NO: 9029845, 01717040651","130/3, ",23.79289979,90.36195971,POINT (90.36195971 23.79289979)
"HOUSE/FLAT # 237/7, AHMED NAGAR, MIRPUR, CONTACT NO: 01766312221","237/7, ",23.79429595,90.35845704,POINT (90.35845704 23.79429595)
"HOUSE/FLAT # 73/B-1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 9005852, 01712681858",73/B-1,23.79410052,90.36164761,POINT (90.36164761 23.79410052)
"HOUSE/FLAT # 334, ROAD # AKOTA ROAD, BLOCK # AHMED NAGAR, DHAKA, CONTACT NO: 01727012570","334,",23.793598,90.35565973,POINT (90.35565973 23.793598)
"HOUSE/FLAT # 333/1/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01917662364","333/1/1, ",23.79318266,90.35542484,POINT (90.35542484 23.79318266)
"HOUSE/FLAT # 238/1-1, BLOCK # AHMEDNAGAR, STR. AHMED NAGAR MIRPUR, 1216, CONTACT NO: 01552379960","238/1-1, ",23.79511501,90.35892686,POINT (90.35892686 23.79511501)
52/4 AHMED NAGAR MIRPUR,52/4 ,23.79489059,90.36050696,POINT (90.36050696 23.79489059)
"310,AHMED NAGAR,MIRPUR,DHAKA","310,",23.79470697,90.35768237,POINT (90.35768237 23.79470697)
"151 / 1, E, AHMED NAGAR PAIKPARA MIRPUR, DHAKA","151 / 1, ",23.79338487,90.36141167,POINT (90.36141167 23.79338487)
"204, AHMED NAGAR MIRPUR DHAKA","204, ",23.79276592,90.35950651,POINT (90.35950651 23.79276592)
"VAT: 000000036,C/O: GULSHAN-1,334/2/A, AHMRD NAGAR, MIRPUR DHAKA",",334/2/A, ",23.79286668,90.35511052,POINT (90.35511052 23.79286668)
"328 /E, AHMED NAGAR DHAKA","328 /E,",23.79427075,90.3551804,POINT (90.3551804 23.79427075)
"204/3/A,AHMED NAGAR,MIRPUR,DHAKA","204/3/A,",23.79239168,90.35956109,POINT (90.35956109 23.79239168)
"154/2, AHMED NAGAR MIRPUR,DHAKA","154/2,",23.79449688,90.3613415,POINT (90.3613415 23.79449688)
"HOUSE/FLAT # 148/1/D, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01930833892","148/1/D,",23.79254123,90.36156827,POINT (90.36156827 23.79254123)
"HOUSE/FLAT # 335, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01719520685","335, ",23.7939454,90.35642634,POINT (90.35642634 23.7939454)
"HOUSE/FLAT # 52/6/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01819487016","52/6/A, ",23.79500307,90.35952849,POINT (90.35952849 23.79500307)
"HOUSE/FLAT # 267/1, AHMED NAGAR, BLOCK # PIKE PARA, MIRPUR, CONTACT NO: 01556357053","267/1,",23.79176858,90.35917792,POINT (90.35917792 23.79176858)
"HOUSE/FLAT # 331/3, BLOCK # PAIK PARA, PALLABI, CONTACT NO: 01927603317","331/3,",23.79437565,90.3556064,POINT (90.3556064 23.79437565)
"HOUSE/FLAT # 238/1/F, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01716564536","238/1/F, ",23.79514555,90.35935998,POINT (90.35935998 23.79514555)
"HOUSE/FLAT # 175/3, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01816712771","175/3,",23.79469192,90.36010067,POINT (90.36010067 23.79469192)
"HOUSE/FLAT # 360/1, BLOCK # AHMED NAGAR, SECTION # 2, MIRPUR, CONTACT NO: 01719525172","360/1,",23.79244148,90.35639328,POINT (90.35639328 23.79244148)
"243/A, AHMED NAGAR,MIRPUR, DHAKA","243/A, ",23.79411877,90.35828894,POINT (90.35828894 23.79411877)
73/G/2 JONAKI ROAD MIRPUR,73/G/2 ,23.79388192,90.36184095,POINT (90.36184095 23.79388192)
"192-A, AHAMED NAGOR, MIRPUR DHAKA","192-A,",23.79222211,90.35993116,POINT (90.35993116 23.79222211)
"167, AHMED NAGAR,MIRPUR,DHAKA","167, ",23.79465328,90.36077463,POINT (90.36077463 23.79465328)
60 EAST PAIKPARA,60,23.79586916,90.36155594,POINT (90.36155594 23.79586916)
"348/2, AHMED NAGAR,MIRPUR,DHAKA","348/2, ",23.79326767,90.35628968,POINT (90.35628968 23.79326767)
"371/6, AHMED NAGAR PAIKPARA MIRPUR DHAKA","371/6, ",23.79182845,90.3578885,POINT (90.3578885 23.79182845)
"236/KA, AHMED NAGAR,MIRPUR,DHAKA","236/KA,",23.79425655,90.35883966,POINT (90.35883966 23.79425655)
175/5 AHMED NAGOR MIRPUR,175/5,23.79490731,90.35990897,POINT (90.35990897 23.79490731)
"61, JONAKI RD. AHMED NAGAR.MIRPUR DHAKA.","61, ",23.79608915,90.36139927,POINT (90.36139927 23.79608915)
"HOUSE/FLAT # 263/1, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01833037160","263/1, ",23.79219662,90.35940619,POINT (90.35940619 23.79219662)
"HOUSE/FLAT # 178/7/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01626266627","178/7/2, B",23.79309537,90.36097504,POINT (90.36097504 23.79309537)
"HOUSE/FLAT # 279/1-A, BLOCK # AHMED NAGARMIRPUR, MIRPUR, CONTACT NO: 01730176085","279/1-A, ",23.79191098,90.35847304,POINT (90.35847304 23.79191098)
"HOUSE/FLAT # 174/1-A, BLOCK # AHAMED NAGAR, MIRPUR, CONTACT NO: 01677567448","174/1-A,",23.79237155,90.36080868,POINT (90.36080868 23.79237155)
"HOUSE/FLAT # 250/B, BLOCK # AHMEDNAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01712899260","250/B,",23.79359744,90.35779757,POINT (90.35779757 23.79359744)
"HOUSE/FLAT # 193, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01788650506","193, ",23.79231376,90.35985797,POINT (90.35985797 23.79231376)
"HOUSE/FLAT # 347, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01195425150","347, ",23.7931389,90.35706219,POINT (90.35706219 23.7931389)
"HOUSE/FLAT # 174/1-L, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01912612521",174/1-L,23.79254312,90.36111854,POINT (90.36111854 23.79254312)
"373/1,AHMED NAGAR.PAIKPARA MIRPUR,DHAKA","373/1,",23.79186871,90.35754819,POINT (90.35754819 23.79186871)
"350/1/E ,AHMED NAGAR MIRPUR,DHAKA",350/1/E ,23.79254485,90.35568058,POINT (90.35568058 23.79254485)
"243/2, AHMED NAGAR,MIRPUR, DHAKA","243/2, ",23.79440553,90.358302,POINT (90.358302 23.79440553)
"335 / 1 /E, AHMED NAGAR, MIRPUR DHAKA","335 / 1 /E, ",23.79284083,90.35551091,POINT (90.35551091 23.79284083)
"321, AHMED NAGAR,MIRPUR DHAKA","321, ",23.79474381,90.35615125,POINT (90.35615125 23.79474381)
"198,AHMED NAGAR MIRPUR,DHAKA","198,",23.79265951,90.36002465,POINT (90.36002465 23.79265951)
"333/ 4/ A, AHMED NAGAR, MIRPUR DHAKA","333/ 4/ A, ",23.79317902,90.35518306,POINT (90.35518306 23.79317902)
"258/1,AHMED NAGAR, MIRPUR,DHAKA","258/1,",23.79198935,90.35865585,POINT (90.35865585 23.79198935)
"148/4, AHMED NAGAR, MIRPUR DHAKA","148/4, ",23.79252362,90.36126798,POINT (90.36126798 23.79252362)
"HOUSE/FLAT # 180, BLOCK # AHMED NAGAR,  MIRPUR, CONTACT NO: 01929137668","180, ",23.79356653,90.36028894,POINT (90.36028894 23.79356653)
"HOUSE/FLAT # 238/1/L, BLOCK # AHMEDNAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01911323877","238/1/L, ",23.79479135,90.35923764,POINT (90.35923764 23.79479135)
"HOUSE/FLAT # 151/1/I/ A, BLOCK # EAST AHMED NAGAR, MIRPUR, CONTACT NO: 01917051831","151/1/I/ A,",23.79334008,90.36159452,POINT (90.36159452 23.79334008)
"HOUSE/FLAT # 175/1/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01713018576","175/1/A, ",23.79429398,90.36019887,POINT (90.36019887 23.79429398)
"HOUSE/FLAT # 310/A, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01913101487","310/A, ",23.79454843,90.35758723,POINT (90.35758723 23.79454843)
"HOUSE/FLAT # 334/9, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01716489462","334/9, ",23.79431169,90.3550025,POINT (90.3550025 23.79431169)
"HOUSE/FLAT # 182/A, PAIK PARA, BLOCK # AHMEDNAGAR, MIRPUR, CONTACT NO: 01742888862","182/A,",23.79301248,90.36049634,POINT (90.36049634 23.79301248)
"369/E/2, AHMED NAGAR MIRPUR, DHAKA","369/E/2,",23.79182017,90.35516801,POINT (90.35516801 23.79182017)
158/1/A AHMED NAGAR MIRPUR,158/1/A ,23.79524669,90.36146288,POINT (90.36146288 23.79524669)
73 AHMED NAGAR MIRPUR,73,23.79437448,90.36169206,POINT (90.36169206 23.79437448)
"333/1/B/2, AHMEDNAGAR,MIRPUR,DHAKA","333/1/B/2, ",23.79378112,90.35584681,POINT (90.35584681 23.79378112)
"HOUSE/FLAT # 278/1, PLOT # AHMED NAGAR, STR. SAPAKHANA  MORE, MIRPUR, CONTACT NO: 01322576985","278/1,",23.79168134,90.35870042,POINT (90.35870042 23.79168134)
"HOUSE/FLAT # 231/2, BLOCK # AHMED NAGAR, SECTION # 1, MIRPUR, CONTACT NO: 01716596363","231/2, ",23.79452387,90.35995072,POINT (90.35995072 23.79452387)
"HOUSE/FLAT # 304/3, AHMED NAGAR, MIRPUR, DHAKA., CONTACT NO: 01726026039","304/3, ",23.79410389,90.35768453,POINT (90.35768453 23.79410389)
"A-23,FLAT# 01, P.W.D, STAFF QUARTER, MIRPUR,DHAKA","A-23,",23.79441061,90.35408327,POINT (90.35408327 23.79441061)
"A-28, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR","A-28,",23.79337724,90.35429485,POINT (90.35429485 23.79337724)
"A-28, FLAT: 03, P.W.D. STAFF QUARTER, MIRPUR","A-28, ",23.79338985,90.35421022,POINT (90.35421022 23.79338985)
"A-28, FLAT: 06, P.W.D. STAFF QUARTER, MIRPUR","A-28, ",23.79340511,90.3541681,POINT (90.3541681 23.79340511)
"A-23, FLAT: 11, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-23, ",23.79439424,90.35397671,POINT (90.35397671 23.79439424)
"A-26, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR,  DHAKA.","A-26, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR,  .",23.79378516,90.35407285,POINT (90.35407285 23.79378516)
"A-26, FLAT: 11, P.W.D. STAFF QUARTER, MIRPUR, DHAKA.","A-26, FLAT: 11, P.W.D. STAFF QUARTER, MIRPUR, .",23.79378447,90.35399265,POINT (90.35399265 23.79378447)
"A-26, FLAT: 21, P.W.D. STAFF QUARTER, MIRPUR, DHAKA.","A-26, FLAT: 21, P.W.D. STAFF QUARTER, MIRPUR, .",23.79376302,90.35387133,POINT (90.35387133 23.79376302)
"A-27 FLAT-01 P.W.D STAFF QUARTER,MIRPUR DHAKA",A-27 ,23.7936049,90.35423348,POINT (90.35423348 23.7936049)
"A-27 FLAT-02 P.W.D STAFF QUARTER,MIRPUR DHAKA","A-27 FLAT-02 P.W.D STAFF QUARTER,MIRPUR ",23.7935848,90.35387345,POINT (90.35387345 23.7935848)
"A-31,FLAT:21,P.W.D.STAFF QUARTER,MIRPUR,DHAKA","A-31,FLAT:21,P.W.D.STAFF QUARTER,MIRPUR,",23.79343614,90.35475349,POINT (90.35475349 23.79343614)
"A-27 FLAT-15 P.W.D STAFF QUARTER,MIRPUR DHAKA","A-27 FLAT-15 P.W.D STAFF QUARTER,MIRPUR ",23.79357383,90.3540147,POINT (90.3540147 23.79357383)
"A-23, FLAT: 21, P.W.D. STAFF QUARTER, MIRPUR, DHAKA.","A-23, ",23.79439092,90.35383795,POINT (90.35383795 23.79439092)
"A-126,FLAT:01,P.W.D.STAFF QUARTER,MIRPUR DHAKA","A-126,",23.79442163,90.35471322,POINT (90.35471322 23.79442163)
"A-126,,P.W.D.STAFF QUARTER,MIRPUR DHAKA","A-126,,P.W.D.STAFF QUARTER,MIRPUR ",23.79441257,90.35437224,POINT (90.35437224 23.79441257)
"A-127,FLAT:01,P.W.D.STAFF QUARTER,MIRPUR DHAKA","A-127,",23.79441784,90.35455513,POINT (90.35455513 23.79441784)
"A-24, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-24, ",23.79419905,90.35413975,POINT (90.35413975 23.79419905)
"A-24, FLAT: 11, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-24, FLAT: 11, P.W.D. STAFF QUARTER, MIRPUR, ",23.79419331,90.35399871,POINT (90.35399871 23.79419331)
"A-25, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-25, FLAT: 01, P.W.D. STAFF QUARTER, MIRPUR, ",23.79398476,90.35388955,POINT (90.35388955 23.79398476)
"A-25, FLAT: 03, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-25,",23.79397791,90.35402072,POINT (90.35402072 23.79397791)
"A-25, FLAT: 05, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-25, FLAT: 05, P.W.D. STAFF QUARTER, MIRPUR, ",23.79399167,90.35414214,POINT (90.35414214 23.79399167)
"TIN SHAD TAPE-C, NO: 01 P.W.D.STAFF QUARTER","TIN SHAD TAPE-C, NO: 01 P.W.D.STAFF QUARTER",23.79354972,90.35451132,POINT (90.35451132 23.79354972)
126 NO TIN SHADE BHABON NEAR FLAT NO: 1/1,126,23.79437575,90.35482681,POINT (90.35482681 23.79437575)
"TIN SHADE TYPE-B, NO:01, P.W.D","TIN SHADE TYPE-B, NO:01, P.W.D",23.79322862,90.35634073,POINT (90.35634073 23.79322862)
"A-31, FL-01, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-31,",23.79342583,90.35446141,POINT (90.35446141 23.79342583)
"A-31, FL-11, P.W.D. STAFF QUARTER, MIRPUR, DHAKA","A-31, FL-11, P.W.D. STAFF QUARTER, MIRPUR, ",23.79342237,90.35457907,POINT (90.35457907 23.79342237)
"HOUSE/FLAT # 374/D, BLOCK # AHMEDNAGAR, STR. 372 AHMED NAGOR MIRPUR , MIRPUR, CONTACT NO: 01911060577","374/D, ",23.79147821,90.35727992,POINT (90.35727992 23.79147821)
"HOUSE/FLAT # 369/2, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01712838838","369/2, ",23.79130394,90.35590522,POINT (90.35590522 23.79130394)
"HOUSE/FLAT # 365, BLOCK # AHMED NAGAR, MIRPUR, CONTACT NO: 01715427703","365, ",23.79153071,90.35663702,POINT (90.35663702 23.79153071)
